txn_id,policy_id,txn_date,gross_amount,fee_amount,fee_type,is_refund
T0003444,P001448,2024-06-12,12769.74,341.98,Initial,N
T0003445,P000757,2025-12-05,6491.24,12.98,Initial,N
T0003446,P000477,2024-09-20,9991.17,142.63,Ongoing,N
T0003447,P000382,2024-12-03,4648.21,39.72,Ongoing,N
T0003448,P000155,2025-12-30,5507.03,34.07,Ongoing,N
T0003449,P000257,2025-12-11,18442.2,365.85,Initial,N
T0003450,P000674,2025-12-14,9537.28,19.07,Ongoing,N
T0003451,P000068,2024-04-05,10400.63,312.01,Ongoing,N
T0003452,P000344,2025-12-01,3978.41,109.2,Initial,N
T0003453,P001301,2024-10-29,4894.1,177.14,Ongoing,N
T0003454,P000673,2025-05-02,6799.01,63.46,Ongoing,N
T0003455,P000391,2025-12-27,3025.64,31.22,Ongoing,N
T0003456,P001473,2023-12-31,742.08,22.65,Ongoing,N
T0003457,P000259,2025-04-06,6749.16,211.1,Ongoing,N
T0003458,P000307,2025-08-12,10605.13,355.13,Ongoing,N
T0003459,P001119,2024-06-29,5136.68,162.02,Initial,N
T0003460,P000950,2025-12-30,3051.15,67.71,Ongoing,N
T0003461,P001488,2025-03-11,-3772.31,-58.09,Ongoing,Y
T0003462,P000970,2025-12-23,970.08,26.53,Ongoing,N
T0003463,P000246,2024-05-17,3764.68,58.66,Initial,N
T0003464,P000733,2025-12-14,2014.11,42.4,Ongoing,N
T0003465,P000187,2024-08-15,2808.17,45.44,Ongoing,N
T0003466,P000925,2024-06-12,1934.21,43.84,Initial,N
T0003467,P000785,2025-08-04,1763.79,57.18,Ongoing,N
T0003468,P001397,2025-12-25,2201.09,36.33,Ongoing,N
T0003469,P001430,2025-12-05,-8153.93,-122.2,Ongoing,Y
T0003470,P000408,2025-12-29,3268.77,61.91,Ongoing,N
T0003471,P001149,2025-02-19,2025.68,16.63,Initial,N
T0003472,P001361,2025-12-12,8984.1,239.35,Ongoing,N
T0003473,P000341,2025-02-21,5448.95,115.33,Ongoing,N
T0003474,P000563,2025-12-16,741.79,14.57,Ongoing,N
T0003475,P001202,2024-11-14,10899.8,253.82,Initial,N
T0003476,P000651,2025-12-20,5206.48,27.39,Ongoing,N
T0003477,P000952,2025-08-11,9102.45,309.54,Ongoing,N
T0003478,P001194,2025-08-31,4104.43,820.89,Ongoing,N
T0003479,P001063,2025-01-12,17743.11,288.37,Ongoing,N
T0003480,P000069,2025-12-09,3620.94,103.74,Ongoing,N
T0003481,P001260,2025-06-16,596.65,15.58,Ongoing,N
T0003482,P000381,2025-12-01,2412.7,96.48,Ongoing,N
T0003483,P000057,2025-07-03,7344.53,76.0,Initial,N
T0003484,P001301,2024-09-28,5581.81,59.3,Ongoing,N
T0003485,P000850,2025-08-04,4455.92,35.83,Ongoing,N
T0003486,P001123,2024-10-24,2232.53,47.63,Ongoing,N
T0003487,P000916,2025-12-14,4987.73,86.26,Ongoing,N
T0003488,P000325,2025-12-06,4858.57,63.39,Initial,N
T0003489,P000461,2025-12-10,4818.8,93.21,Initial,N
T0003490,P000179,2025-12-21,7556.29,73.13,Ongoing,N
T0003491,P000844,2025-09-25,5684.03,201.55,Initial,N
T0003492,P000574,2025-12-26,4016.49,52.25,Initial,N
T0003493,P000119,2025-12-24,2203.82,31.49,Ongoing,N
T0003494,P001493,2025-04-02,14588.61,29.18,Ongoing,N
T0003495,P000549,2025-05-24,23987.33,85.03,Initial,N
T0003496,P000646,2025-11-07,19838.26,3967.65,Initial,N
T0003497,P001479,2025-12-14,8597.83,145.69,Initial,N
T0003498,P000026,2025-10-24,1286.83,34.99,Ongoing,N
T0003499,P001032,2024-11-26,1166.93,5.89,Ongoing,N
T0003500,P000969,2025-12-24,3169.29,77.72,Initial,N
T0003501,P000533,2024-07-25,4704.14,123.45,Ongoing,N
T0003502,P000149,2024-12-30,4552.07,121.86,Initial,N
T0003503,P001049,2025-12-10,5738.78,174.21,Initial,N
T0003504,P000655,2024-10-06,1613.31,13.52,Ongoing,N
T0003505,P000945,2025-12-21,-17781.88,-451.88,Initial,Y
T0003506,P000555,2025-12-03,16386.14,616.96,Ongoing,N
T0003507,P000425,2025-12-27,1721.44,58.53,Ongoing,N
T0003508,P000293,2024-09-07,1108.5,43.14,Initial,N
T0003509,P001209,2025-06-09,4574.28,102.51,Ongoing,N
T0003510,P000554,2024-11-28,13489.57,189.95,Ongoing,N
T0003511,P000431,2025-12-18,4789.86,9.58,Ongoing,N
T0003512,P000604,2025-11-30,6050.91,45.82,Ongoing,N
T0003513,P000317,2025-12-31,3457.26,50.98,Ongoing,N
T0003514,P000398,2024-11-05,5524.92,91.43,Initial,N
T0003515,P001348,2025-12-03,10462.8,126.42,Ongoing,N
T0003516,P000596,2025-05-13,6834.15,159.89,Initial,N
T0003517,P000546,2024-11-23,7788.53,170.94,Initial,N
T0003518,P000076,2025-12-21,1299.08,26.51,Ongoing,N
T0003519,P000865,2025-12-13,27190.58,757.34,Initial,N
T0003520,P000916,2025-09-08,1311.59,20.07,Initial,N
T0003521,P000709,2024-07-07,5569.93,172.44,Ongoing,N
T0003522,P000486,2025-12-01,4357.45,34.69,Ongoing,N
T0003523,P001112,2025-07-07,4511.91,76.54,Initial,N
T0003524,P000747,2025-12-22,9856.25,228.52,Initial,N
T0003525,P001256,2025-12-08,2789.87,5.58,Initial,N
T0003526,P001031,2025-06-07,3476.68,52.02,Initial,N
T0003527,P000550,2024-04-17,1963.96,53.26,Ongoing,N
T0003528,P000976,2025-08-12,-12060.94,-189.68,Ongoing,Y
T0003529,P001076,2025-12-19,6080.66,12.16,Ongoing,N
T0003530,P000942,2025-12-15,8182.68,91.05,Ongoing,N
T0003531,P000919,2025-12-01,9410.55,61.63,Ongoing,N
T0003532,P001420,2025-12-22,24176.35,603.49,Ongoing,N
T0003533,P001245,2024-10-20,21026.87,445.2,Ongoing,N
T0003534,P001452,2025-12-13,6364.13,27.91,Ongoing,N
T0003535,P001167,2025-04-08,5576.8,20.19,Ongoing,N
T0003536,P000363,2025-12-21,3210.84,40.94,Ongoing,N
T0003537,P000382,2025-04-11,8913.54,181.06,Ongoing,N
T0003538,P001301,2024-11-29,8653.25,114.93,Ongoing,N
T0003539,P000271,2025-12-13,2742.12,64.45,Initial,N
T0003540,P001038,2025-01-20,8741.41,202.41,Ongoing,N
T0003541,P000298,2025-12-26,11011.37,278.84,Ongoing,N
T0003542,P001004,2025-03-05,2003.56,11.75,Ongoing,N
T0003543,P001488,2025-03-07,5721.18,98.64,Ongoing,N
T0003544,P000234,2025-07-02,4663.01,143.41,Ongoing,N
T0003545,P000575,2024-12-18,4893.64,64.99,Initial,N
T0003546,P000027,2025-12-02,2293.6,27.21,Ongoing,N
T0003547,P001495,2024-11-24,1139.97,17.23,Ongoing,N
T0003548,P000093,2025-03-28,2685.62,39.92,Ongoing,N
T0003549,P000617,2025-12-07,2400.98,50.94,Initial,N
T0003550,P000309,2024-10-13,6519.67,92.48,Initial,N
T0003551,P000052,2025-12-31,6605.19,13.21,Ongoing,N
T0003552,P000319,2025-08-19,6311.15,201.03,Ongoing,N
T0003553,P000181,2024-11-06,1607.79,40.3,Ongoing,N
T0003554,P001144,2025-12-08,2006.91,43.13,Initial,N
T0003555,P000875,2025-01-08,3000.88,57.19,Initial,N
T0003556,P001067,2024-08-17,5006.61,83.98,Initial,N
T0003557,P000647,2025-01-09,3759.02,45.11,Initial,N
T0003558,P001284,2025-12-16,6301.3,12.6,Initial,N
T0003559,P000197,2024-06-21,10725.47,389.06,Ongoing,N
T0003560,P000645,2025-05-03,2209.6,44.65,Ongoing,N
T0003561,P000971,2025-12-28,2277.84,8.86,Ongoing,N
T0003562,P000255,2025-12-08,5476.86,53.34,Ongoing,N
T0003563,P000732,2025-12-10,4602.59,106.07,Ongoing,N
T0003564,P000336,2025-10-30,8907.87,203.5,Ongoing,N
T0003565,P000990,2025-12-10,4944.65,61.93,Initial,N
T0003566,P000900,2025-09-09,19779.81,182.4,Ongoing,N
T0003567,P001279,2024-11-13,1379.81,19.7,Ongoing,N
T0003568,P000514,2025-12-21,9625.52,19.25,Ongoing,N
T0003569,P000242,2025-12-13,5764.43,87.87,Ongoing,N
T0003570,P000149,2024-05-02,1599.74,24.56,Initial,N
T0003571,P001323,2025-10-24,939.77,33.14,Ongoing,N
T0003572,P000757,2025-12-10,1998.17,30.96,Ongoing,N
T0003573,P000620,2025-12-27,12929.54,291.28,Initial,N
T0003574,P000453,2024-07-22,11803.9,424.74,Ongoing,N
T0003575,P001417,2024-12-31,4434.09,41.36,Ongoing,N
T0003576,P000212,2025-12-01,3678.21,50.59,Initial,N
T0003577,P000668,2024-12-24,2477.79,36.19,Initial,N
T0003578,P000594,2024-11-02,4230.56,13.77,Ongoing,N
T0003579,P000131,2025-09-30,-3363.28,-58.47,Ongoing,Y
T0003580,P001353,2025-02-20,19301.8,610.59,Initial,N
T0003581,P000612,2025-12-12,1827.59,52.01,Ongoing,N
T0003582,P000256,2024-10-16,6727.44,214.09,Ongoing,N
T0003583,P000561,2025-12-15,20043.44,273.83,Ongoing,N
T0003584,P000063,2024-12-16,9133.15,79.53,Ongoing,N
T0003585,P001335,2025-10-09,-1999.35,-85.09,Ongoing,Y
T0003586,P000407,2025-12-16,1431.01,31.69,Ongoing,N
T0003587,P000802,2025-12-12,6121.25,23.73,Initial,N
T0003588,P001129,2025-07-16,5543.71,252.82,Initial,N
T0003589,P000015,2024-08-17,13173.04,251.61,Ongoing,N
T0003590,P000259,2025-12-06,7621.73,15.24,Initial,N
T0003591,P000723,2025-12-21,3334.67,115.2,Ongoing,N
T0003592,P001436,2025-12-07,3158.42,6.32,Ongoing,N
T0003593,P001283,2025-12-01,1728.61,39.56,Initial,N
T0003594,P000614,2025-12-28,5450.66,154.93,Ongoing,N
T0003595,P001284,2025-12-09,1597.89,42.85,Ongoing,N
T0003596,P001069,2025-12-05,10178.09,361.94,Ongoing,N
T0003597,P000813,2025-12-12,7874.02,237.57,Initial,N
T0003598,P000331,2024-11-30,7676.85,296.07,Initial,N
T0003599,P000165,2025-04-10,1707.08,32.55,Ongoing,N
T0003600,P001217,2025-12-30,4359.14,69.15,Ongoing,N
T0003601,P001425,2025-12-23,3599.52,59.51,Ongoing,N
T0003602,P001398,2025-12-19,5336.07,180.02,Ongoing,N
T0003603,P001089,2025-11-05,7501.14,102.06,Ongoing,N
T0003604,P000387,2024-07-23,3258.83,92.79,Ongoing,N
T0003605,P001439,2025-01-20,3358.38,38.29,Ongoing,N
T0003606,P001054,2025-02-01,8467.09,98.06,Initial,N
T0003607,P001290,2025-12-24,1991.02,63.4,Ongoing,N
T0003608,P000328,2024-09-07,2704.5,65.9,Initial,N
T0003609,P001241,2024-06-28,4937.77,9.88,Ongoing,N
T0003610,P000320,2025-12-27,10094.81,115.71,Initial,N
T0003611,P000399,2025-02-12,2264.21,4.53,Ongoing,N
T0003612,P000105,2024-09-19,20573.5,334.21,Ongoing,N
T0003613,P000696,2025-12-07,1668.15,28.8,Ongoing,N
T0003614,P001017,2025-12-07,16987.33,259.22,Ongoing,N
T0003615,P000330,2025-03-19,12831.68,411.45,Ongoing,N
T0003616,P000660,2025-12-25,1565.43,37.77,Initial,N
T0003617,P001071,2025-12-26,1331.73,59.47,Ongoing,N
T0003618,P000599,2025-06-24,8741.97,221.53,Ongoing,N
T0003619,P000821,2025-12-22,3633.96,92.76,Ongoing,N
T0003620,P000641,2025-12-21,2196.11,49.9,Ongoing,N
T0003621,P000314,2025-12-29,20938.84,362.45,Ongoing,N
T0003622,P001171,2025-07-20,1891.03,25.54,Initial,N
T0003623,P000462,2025-12-28,2747.51,48.49,Initial,N
T0003624,P000486,2025-12-30,3020.81,54.7,Ongoing,N
T0003625,P000410,2025-12-31,523.45,9.98,Ongoing,N
T0003626,P000027,2025-12-30,5287.47,139.38,Initial,N
T0003627,P001053,2025-09-14,2370.26,54.52,Initial,N
T0003628,P000271,2025-12-11,9399.66,139.4,Initial,N
T0003629,P000686,2025-10-23,10435.93,131.69,Initial,N
T0003630,P000501,2024-09-10,5915.77,131.58,Ongoing,N
T0003631,P001277,2025-12-31,5969.61,64.07,Ongoing,N
T0003632,P000385,2025-04-14,5601.96,88.13,Ongoing,N
T0003633,P000060,2024-12-18,2806.45,41.22,Initial,N
T0003634,P001131,2025-12-25,3005.31,133.02,Ongoing,N
T0003635,P000220,2025-12-22,14165.74,102.82,Initial,N
T0003636,P001465,2025-11-21,8850.18,106.85,Ongoing,N
T0003637,P000771,2025-06-19,5795.69,83.71,Ongoing,N
T0003638,P000564,2025-12-25,7943.05,122.96,Ongoing,N
T0003639,P000546,2025-07-16,4680.37,140.4,Initial,N
T0003640,P000096,2025-12-29,5698.5,99.47,Initial,N
T0003641,P000989,2025-12-13,7907.87,53.44,Ongoing,N
T0003642,P001113,2025-12-22,935.03,32.08,Initial,N
T0003643,P000828,2025-12-24,10146.77,229.69,Ongoing,N
T0003644,P000231,2025-12-08,9580.38,231.9,Ongoing,N
T0003645,P000968,2025-12-07,2631.87,69.77,Ongoing,N
T0003646,P000275,2024-12-18,13296.84,102.11,Ongoing,N
T0003647,P000246,2024-09-28,-833.93,-16.62,Initial,Y
T0003648,P000111,2025-02-04,6518.26,183.9,Ongoing,N
T0003649,P000234,2025-12-13,5074.31,69.0,Initial,N
T0003650,P001302,2025-07-05,3836.91,88.5,Initial,N
T0003651,P000417,2025-08-08,4991.51,126.96,Ongoing,N
T0003652,P000678,2025-05-14,-7833.65,-42.31,Initial,Y
T0003653,P001152,2025-12-13,1159.27,11.22,Initial,N
T0003654,P001261,2025-12-19,10946.46,21.89,Ongoing,N
T0003655,P000803,2025-12-15,3539.64,78.82,Ongoing,N
T0003656,P000619,2025-06-20,11074.08,430.22,Ongoing,N
T0003657,P001152,2025-12-23,8224.02,107.56,Ongoing,N
T0003658,P000707,2025-12-05,3481.24,62.92,Ongoing,N
T0003659,P000851,2025-12-09,4612.56,138.99,Ongoing,N
T0003660,P001418,2025-09-15,4834.52,109.54,Ongoing,N
T0003661,P000475,2025-07-01,17765.4,182.33,Initial,N
T0003662,P000655,2025-09-30,1973.66,69.6,Ongoing,N
T0003663,P000395,2025-04-21,3461.79,76.07,Ongoing,N
T0003664,P000111,2025-02-08,1386.1,24.5,Initial,N
T0003665,P000090,2025-05-15,5426.92,100.43,Initial,N
T0003666,P000763,2024-11-05,2984.52,77.33,Ongoing,N
T0003667,P001304,2025-03-13,3288.75,45.6,Ongoing,N
T0003668,P001357,2025-12-27,16118.97,575.71,Ongoing,N
T0003669,P001248,2024-09-10,-2543.52,-82.88,Ongoing,Y
T0003670,P001125,2024-09-17,4325.93,86.89,Ongoing,N
T0003671,P000132,2025-12-04,3405.41,70.21,Ongoing,N
T0003672,P001037,2025-02-09,3580.78,41.32,Ongoing,N
T0003673,P000457,2025-12-26,45135.83,615.05,Ongoing,N
T0003674,P001465,2025-12-16,1226.62,10.61,Initial,N
T0003675,P000098,2025-12-19,8227.64,147.76,Ongoing,N
T0003676,P001144,2025-03-13,34265.65,706.68,Ongoing,N
T0003677,P000293,2024-12-15,11652.41,47.77,Ongoing,N
T0003678,P001025,2025-12-15,5102.85,137.21,Initial,N
T0003679,P000572,2025-12-13,1923.28,21.72,Ongoing,N
T0003680,P000250,2024-10-14,13958.16,336.64,Initial,N
T0003681,P000652,2025-02-13,10403.28,292.05,Ongoing,N
T0003682,P000149,2025-05-09,1445.55,47.81,Ongoing,N
T0003683,P001419,2025-01-31,3803.87,117.81,Ongoing,N
T0003684,P000044,2024-08-12,1872.68,68.48,Ongoing,N
T0003685,P001068,2024-12-11,498.89,14.05,Ongoing,N
T0003686,P001102,2024-05-10,1838.15,39.85,Ongoing,N
T0003687,P001250,2024-10-28,5347.32,81.67,Ongoing,N
T0003688,P000162,2025-12-31,7818.56,147.03,Ongoing,N
T0003689,P000253,2025-12-25,3794.28,137.71,Ongoing,N
T0003690,P000132,2025-12-21,14754.45,265.9,Initial,N
T0003691,P001472,2025-06-26,11198.69,223.4,Ongoing,N
T0003692,P000474,2025-03-06,-4446.08,-154.56,Ongoing,Y
T0003693,P001133,2025-12-20,4015.5,70.94,Initial,N
T0003694,P000706,2025-09-07,6675.45,80.45,Initial,N
T0003695,P001059,2025-12-13,4845.1,151.81,Initial,N
T0003696,P001491,2025-05-22,1570.98,18.42,Ongoing,N
T0003697,P000275,2025-10-16,-3880.4,-93.28,Ongoing,Y
T0003698,P000187,2023-12-22,8370.37,186.56,Ongoing,N
T0003699,P000949,2025-08-30,14069.89,325.82,Ongoing,N
T0003700,P000243,2025-10-12,10594.93,21.19,Ongoing,N
T0003701,P000264,2024-11-22,6421.73,178.55,Ongoing,N
T0003702,P000522,2025-12-07,15770.51,306.03,Ongoing,N
T0003703,P000963,2025-05-27,6899.2,180.5,Initial,N
T0003704,P000783,2025-08-25,4578.65,114.5,Ongoing,N
T0003705,P001111,2025-12-25,16042.06,371.52,Ongoing,N
T0003706,P000535,2025-02-07,8744.73,140.16,Ongoing,N
T0003707,P000210,2024-06-24,13927.25,224.77,Ongoing,N
T0003708,P000046,2025-12-27,1900.58,36.98,Ongoing,N
T0003709,P001491,2024-05-11,2469.53,53.63,Ongoing,N
T0003710,P000026,2024-12-11,2555.69,40.28,Ongoing,N
T0003711,P001290,2025-12-18,5684.06,167.28,Initial,N
T0003712,P000175,2025-12-22,21151.79,353.69,Ongoing,N
T0003713,P001335,2025-06-14,1976.02,20.16,Ongoing,N
T0003714,P000322,2025-12-19,10140.49,263.17,Ongoing,N
T0003715,P001159,2025-07-25,1877.97,72.89,Ongoing,N
T0003716,P000055,2025-12-21,26742.67,222.62,Initial,N
T0003717,P001180,2025-12-26,1370.15,25.69,Initial,N
T0003718,P000668,2025-02-27,8886.07,272.26,Ongoing,N
T0003719,P000147,2025-06-10,9939.78,255.44,Initial,N
T0003720,P000599,2025-09-28,8070.77,211.55,Initial,N
T0003721,P000020,2025-12-10,2436.21,49.47,Ongoing,N
T0003722,P001293,2025-12-11,2111.02,4.22,Initial,N
T0003723,P000333,2024-08-08,13601.3,307.1,Initial,N
T0003724,P000907,2025-12-07,11369.91,269.86,Ongoing,N
T0003725,P000944,2025-12-09,-11246.46,-351.55,Initial,Y
T0003726,P000911,2025-01-29,12391.64,154.78,Initial,N
T0003727,P000401,2025-03-10,1438.18,52.97,Initial,N
T0003728,P000950,2025-07-23,1404.2,23.72,Ongoing,N
T0003729,P001330,2025-02-26,2872.51,43.59,Ongoing,N
T0003730,P000028,2024-03-06,3348.56,42.84,Initial,N
T0003731,P000467,2025-12-28,3074.93,93.67,Initial,N
T0003732,P001284,2025-12-15,6136.43,55.47,Ongoing,N
T0003733,P000982,2025-07-20,11994.46,315.69,Initial,N
T0003734,P000101,2024-02-14,3884.71,46.32,Ongoing,N
T0003735,P000551,2025-12-30,2559.96,50.07,Ongoing,N
T0003736,P000802,2025-09-02,9417.63,44.77,Initial,N
T0003737,P000353,2024-09-09,3922.28,109.25,Ongoing,N
T0003738,P001324,2024-04-20,5355.4,99.07,Ongoing,N
T0003739,P000296,2025-12-12,3766.95,96.34,Initial,N
T0003740,P000353,2025-11-27,6450.91,117.48,Ongoing,N
T0003741,P000908,2024-04-25,2183.92,55.2,Ongoing,N
T0003742,P001154,2024-12-17,8786.9,171.69,Initial,N
T0003743,P001019,2024-08-21,4787.57,131.21,Ongoing,N
T0003744,P001180,2025-11-18,2666.57,67.57,Initial,N
T0003745,P001098,2024-08-01,7515.68,165.06,Ongoing,N
T0003746,P001366,2025-12-30,2664.53,29.31,Ongoing,N
T0003747,P001489,2024-11-27,2760.43,43.13,Initial,N
T0003748,P001114,2024-12-22,1879.91,23.08,Ongoing,N
T0003749,P000455,2025-12-11,1257.82,43.13,Ongoing,N
T0003750,P000712,2024-09-21,7535.86,209.52,Ongoing,N
T0003751,P000980,2025-11-14,12487.62,254.47,Ongoing,N
T0003752,P001356,2025-01-08,3427.27,49.28,Ongoing,N
T0003753,P000739,2025-12-15,2594.69,31.4,Ongoing,N
T0003754,P000977,2024-05-05,1153.05,24.47,Initial,N
T0003755,P001372,2025-03-23,863.78,33.2,Ongoing,N
T0003756,P000233,2025-12-27,8790.13,176.32,Ongoing,N
T0003757,P001024,2025-01-04,1013.12,32.44,Ongoing,N
T0003758,P000102,2025-12-15,1968.16,44.79,Ongoing,N
T0003759,P000953,2024-11-03,6165.63,158.0,Ongoing,N
T0003760,P000481,2025-12-26,-5280.45,-80.48,Initial,Y
T0003761,P001238,2025-10-30,6372.59,114.89,Ongoing,N
T0003762,P000108,2025-04-25,4942.05,57.78,Initial,N
T0003763,P001189,2025-05-04,3693.98,85.13,Ongoing,N
T0003764,P000973,2024-09-14,1977.73,34.74,Initial,N
T0003765,P000704,2025-12-29,2959.23,69.83,Initial,N
T0003766,P000335,2025-01-01,3900.12,39.58,Ongoing,N
T0003767,P000086,2024-08-19,1083.26,26.6,Ongoing,N
T0003768,P000734,2025-11-04,2620.0,56.83,Ongoing,N
T0003769,P000875,2024-09-11,3649.06,77.98,Ongoing,N
T0003770,P001448,2025-06-18,2832.25,67.67,Ongoing,N
T0003771,P000364,2025-08-04,3736.69,65.86,Ongoing,N
T0003772,P000060,2025-01-27,-8391.56,-419.58,Ongoing,Y
T0003773,P001274,2025-02-14,9257.49,228.52,Ongoing,N
T0003774,P000560,2025-02-22,16466.49,346.64,Ongoing,N
T0003775,P000117,2024-11-06,1470.97,40.33,Ongoing,N
T0003776,P000874,2025-03-19,3510.11,51.91,Ongoing,N
T0003777,P000915,2025-12-23,13122.24,189.7,Ongoing,N
T0003778,P000968,2025-06-24,1216.11,34.06,Ongoing,N
T0003779,P000999,2025-12-09,1917.96,55.41,Ongoing,N
T0003780,P000044,2024-04-13,3003.13,95.85,Initial,N
T0003781,P000509,2025-12-20,-25221.68,-144.98,Ongoing,Y
T0003782,P001189,2025-07-01,2253.8,42.23,Ongoing,N
T0003783,P001392,2024-02-04,11696.64,272.49,Initial,N
T0003784,P001316,2025-12-27,4806.3,130.75,Initial,N
T0003785,P000849,2025-12-09,1964.19,49.63,Ongoing,N
T0003786,P000917,2025-12-14,46159.56,530.34,Ongoing,N
T0003787,P000898,2024-01-26,5742.89,144.42,Ongoing,N
T0003788,P000799,2025-12-29,6640.63,154.14,Initial,N
T0003789,P000876,2025-06-11,7537.2,174.75,Initial,N
T0003790,P000286,2025-12-23,7083.79,64.01,Ongoing,N
T0003791,P001228,2025-03-11,27492.23,292.94,Initial,N
T0003792,P000684,2025-03-14,20511.79,781.96,Ongoing,N
T0003793,P000819,2025-10-28,2332.56,69.65,Initial,N
T0003794,P000121,2025-12-13,24710.41,478.65,Ongoing,N
T0003795,P000945,2025-08-13,2807.06,54.85,Initial,N
T0003796,P001018,2025-07-23,6360.06,268.57,Ongoing,N
T0003797,P001212,2024-10-28,1538.84,31.47,Ongoing,N
T0003798,P000907,2025-12-21,11263.08,212.11,Ongoing,N
T0003799,P000013,2025-12-26,3843.39,46.37,Initial,N
T0003800,P000603,2025-12-26,1959.43,34.61,Initial,N
T0003801,P000200,2024-07-30,12718.35,40.34,Initial,N
T0003802,P000586,2025-12-06,15505.67,390.87,Ongoing,N
T0003803,P001480,2025-12-08,15931.96,519.26,Ongoing,N
T0003804,P000448,2024-09-22,1453.37,47.53,Ongoing,N
T0003805,P000841,2025-12-12,17306.45,224.56,Initial,N
T0003806,P001095,2025-02-15,3864.5,7.73,Ongoing,N
T0003807,P000590,2025-08-31,25366.96,593.4,Ongoing,N
T0003808,P001154,2025-12-28,8102.78,268.91,Ongoing,N
T0003809,P000889,2025-12-09,6009.31,23.79,Ongoing,N
T0003810,P000043,2025-03-24,4948.39,80.48,Initial,N
T0003811,P000520,2025-03-30,4861.34,114.6,Ongoing,N
T0003812,P001037,2025-11-04,2853.75,33.07,Ongoing,N
T0003813,P000725,2025-12-25,2091.32,5.69,Ongoing,N
T0003814,P000623,2025-12-15,3677.07,46.19,Ongoing,N
T0003815,P000988,2025-10-02,12742.66,182.34,Initial,N
T0003816,P000803,2025-12-19,1607.93,3.22,Ongoing,N
T0003817,P000535,2025-04-27,14364.76,441.22,Initial,N
T0003818,P000302,2025-07-16,5512.16,195.9,Initial,N
T0003819,P000527,2025-04-30,9183.65,186.39,Ongoing,N
T0003820,P001139,2025-12-31,9571.34,261.25,Ongoing,N
T0003821,P000460,2025-12-20,10328.64,53.79,Initial,N
T0003822,P000832,2024-11-08,5003.64,92.99,Initial,N
T0003823,P000505,2025-12-24,5124.94,72.83,Ongoing,N
T0003824,P001332,2025-11-06,10049.49,2009.9,Initial,N
T0003825,P000932,2025-04-25,2136.59,4.27,Ongoing,N
T0003826,P000325,2025-08-14,1890.19,32.06,Initial,N
T0003827,P000579,2025-12-10,3388.87,89.07,Initial,N
T0003828,P000761,2024-03-28,6188.65,138.51,Ongoing,N
T0003829,P001199,2025-01-28,22849.78,635.89,Ongoing,N
T0003830,P000851,2025-12-05,5107.1,71.58,Ongoing,N
T0003831,P001196,2025-09-14,-24345.98,-48.69,Ongoing,Y
T0003832,P000960,2025-03-30,7423.2,230.04,Initial,N
T0003833,P000502,2025-02-13,3419.43,94.35,Ongoing,N
T0003834,P000334,2024-07-07,12303.7,439.09,Ongoing,N
T0003835,P000284,2025-01-31,4046.91,83.94,Ongoing,N
T0003836,P000475,2025-12-08,6008.72,145.19,Ongoing,N
T0003837,P001078,2024-11-25,1687.33,73.05,Initial,N
T0003838,P001482,2025-09-15,1470.08,2.94,Initial,N
T0003839,P001444,2025-12-07,7653.55,187.11,Ongoing,N
T0003840,P000632,2025-10-07,11884.42,382.41,Initial,N
T0003841,P000703,2024-10-26,-23307.58,-515.7,Ongoing,Y
T0003842,P000409,2025-12-02,2572.16,53.15,Initial,N
T0003843,P000982,2025-06-06,15851.12,81.86,Ongoing,N
T0003844,P001328,2025-12-07,14066.59,487.72,Initial,N
T0003845,P000559,2025-10-05,3317.84,101.82,Initial,N
T0003846,P000222,2025-04-22,14920.17,489.76,Ongoing,N
T0003847,P000158,2025-06-03,10460.62,206.96,Ongoing,N
T0003848,P000348,2025-05-19,12255.7,205.81,Ongoing,N
T0003849,P001183,2025-12-30,27830.51,554.74,Initial,N
T0003850,P000889,2025-12-26,11855.29,438.57,Ongoing,N
T0003851,P000922,2025-12-05,889.34,15.47,Ongoing,N
T0003852,P001259,2024-07-25,6361.68,221.51,Ongoing,N
T0003853,P000662,2025-03-16,1403.27,26.0,Initial,N
T0003854,P000405,2025-12-06,5547.82,63.4,Ongoing,N
T0003855,P001281,2024-08-17,5297.03,10.59,Ongoing,N
T0003856,P000677,2025-12-19,3081.11,79.31,Ongoing,N
T0003857,P000589,2024-12-01,2160.12,59.79,Initial,N
T0003858,P000558,2025-12-18,3215.49,27.31,Ongoing,N
T0003859,P000905,2025-12-18,3752.85,130.48,Initial,N
T0003860,P001071,2025-12-12,4423.28,27.36,Ongoing,N
T0003861,P001237,2025-12-15,5347.3,144.83,Ongoing,N
T0003862,P000479,2025-12-09,7849.47,216.45,Ongoing,N
T0003863,P000487,2025-03-31,3827.47,117.62,Ongoing,N
T0003864,P000566,2025-07-01,13680.39,27.36,Initial,N
T0003865,P001366,2025-12-04,4766.7,146.19,Ongoing,N
T0003866,P000524,2024-07-05,10296.84,191.02,Ongoing,N
T0003867,P000704,2025-08-12,3852.26,63.93,Ongoing,N
T0003868,P001030,2025-12-25,44133.19,1246.77,Ongoing,N
T0003869,P000821,2025-12-18,7142.45,211.47,Ongoing,N
T0003870,P001168,2025-12-30,18182.94,36.37,Ongoing,N
T0003871,P000858,2025-12-17,-2821.0,-20.04,Ongoing,Y
T0003872,P001285,2024-10-18,3436.74,109.95,Ongoing,N
T0003873,P000585,2025-12-07,4017.0,99.42,Ongoing,N
